"","X","site","width","length","l_w_index","area","percent_area","contour_length","area_contour_ratio","position_longest_extend","position_widest_extend","length_lower_part","relative_length_lower_part","length_upper_part","relative_length_upper_part","upper_to_lower_ratio","width_left_part","relative_width_left_part","width_right_part","relative_width_right_part","left_to_right_ratio","tip_angle","MP_CM_x_offset","MP_CM_y_offset","FD","ka_cal_BP","typology","region","clust","RDA.RDA1","RDA.PC1"
"Willendorf5_01_09",238,"Willendorf5", 3,22, 7.3, 51,73, 49,104,4,2, 7.8,35,14.6,66,1.9,2.2, 71, 0.9, 28, 2.5,31, 0.0,-0.4,1.865437,31.5,"Double_backed_point","Lower Austria",1, 0.091606767, 0.230277614
"Willendorf5_01_10",239,"Willendorf5", 4,17, 4.2, 59,68, 40,147,4,3, 7.4,43, 9.9,58,1.3,3.7, 92, 1.0, 25, 3.6,54, 0.3,-0.2,2.005379,31.5,"Microlith","Lower Austria",1,-0.190769167, 0.250830406
"Willendorf5_01_11",240,"Willendorf5", 3,17, 5.7, 57,77, 41,139,3,3, 9.7,57, 8.1,47,0.8,2.2, 74, 1.7, 57, 1.3,60, 0.0,-0.2,1.975674,31.5,"Microgravette_point","Lower Austria",1,-0.124806493, 0.257567091
"Willendorf5_01_12",241,"Willendorf5", 3,18, 6.0, 57,75, 41,139,3,4,11.3,62, 7.4,41,0.7,2.2, 74, 1.6, 54, 1.4,54, 0.1,-0.2,1.971086,31.5,"Microlith","Lower Austria",1,-0.097978132, 0.262108397
"Willendorf5_01_14",242,"Willendorf5", 5,26, 5.2,113,74, 60,188,4,3,13.4,51,13.1,50,1.0,3.9, 77, 1.4, 27, 2.8,54, 0.3,-0.3,1.877116,31.5,"Microgravette_point","Lower Austria",1,-0.111685162, 0.093828730
"Willendorf5_01_15",243,"Willendorf5", 3,24, 8.0, 66,79, 54,122,3,3,10.4,43,14.1,58,1.4,1.4, 45, 2.0, 66, 0.7,33,-0.2,-0.7,1.872381,31.5,"Microlith","Lower Austria",1, 0.116211253, 0.151394799
"Willendorf5_01_16",244,"Willendorf5", 5,29, 5.8,111,68, 66,168,5,3,16.6,57,12.8,43,0.8,5.0,100, 0.2,  3,29.0,44, 0.3, 0.0,1.951530,31.5,"Microgravette_point","Lower Austria",1, 0.002864675, 0.077316638
"Willendorf5_01_18",245,"Willendorf5", 4,28, 7.0,109,73, 63,173,4,3,17.0,60,11.7,41,0.7,3.8, 94, 1.1, 28, 3.4,49, 0.3, 0.0,1.939342,31.5,"Microgravette_point","Lower Austria",1, 0.016865681, 0.118832100
"Willendorf5_01_20",246,"Willendorf5", 4,26, 6.5, 91,79, 60,151,5,4,16.2,62,10.6,40,0.7,3.8, 94, 0.3,  6,14.7,47, 0.2,-0.7,1.905483,31.5,"Retouched_blade","Lower Austria",1,-0.073585165, 0.085986313
"Willendorf7_01_03",252,"Willendorf7", 4,33, 8.2,122,71, 73,167,2,2,12.5,37,20.7,62,1.7,1.9, 47, 2.9, 73, 0.7,35,-0.1,-0.2,1.912157,30.0,"Retouched_blade","Lower Austria",1, 0.252557001, 0.046390123
"Willendorf7_01_08",253,"Willendorf7", 4,27, 6.8, 95,72, 61,155,4,2,10.2,37,17.0,62,1.7,3.5, 88, 1.3, 32, 2.7,38, 0.3,-0.6,1.910144,30.0,"Microgravette_point","Lower Austria",1, 0.017021552, 0.116596100
"Willendorf7_01_10",254,"Willendorf7", 4,32, 8.0,127,73, 75,169,4,3,17.5,54,15.2,47,0.9,3.6, 90, 1.3, 32, 2.8,46, 0.1, 0.0,1.916392,30.0,"Point_on_mousterian_flake","Lower Austria",1, 0.165983191, 0.064245860
"Willendorf7_01_17",255,"Willendorf7", 3,26, 8.7, 85,72, 63,134,4,2, 8.0,30,18.9,72,2.4,2.8, 94, 1.1, 37, 2.5,34, 0.2,-0.4,1.894366,30.0,"Pointed_blade","Lower Austria",1, 0.173098302, 0.171876611
"Willendorf8_01_03",256,"Willendorf8", 2,16, 8.0, 31,74, 36, 86,2,3, 7.5,47, 8.8,55,1.2,1.2, 58, 1.6, 77, 0.7,44,-0.4,-0.5,1.846372,29.6,"Retouched_bladelet","Lower Austria",1, 0.187867940, 0.343617635
"Willendorf8_01_17",257,"Willendorf8", 5,19, 3.8, 79,73, 48,164,5,3, 8.3,43,10.9,57,1.3,4.9, 98, 0.8, 15, 6.3,48, 0.5,-1.0,1.961324,29.6,"Microlith","Lower Austria",1,-0.305483102, 0.145163885
"Willendorf8_01_18",258,"Willendorf8", 5,38, 7.6,177,77, 89,198,3,3,16.5,43,22.3,58,1.4,2.9, 57, 2.9, 57, 1.0,44, 0.0, 0.1,1.893169,29.6,"Microlith","Lower Austria",1, 0.154359778,-0.066123154
"Willendorf8_01_26",259,"Willendorf8", 7,33, 4.7,177,70, 80,221,5,2,13.0,39,20.3,61,1.6,6.4, 90, 0.8, 11, 8.2,43, 0.1,-0.6,1.866827,29.6,"Retouched_blade","Lower Austria",1,-0.002524351,-0.103073574
"Willendorf9_01_12",261,"Willendorf9", 6,47, 7.8,230,70,104,221,3,2,18.5,39,28.9,61,1.6,3.6, 60, 2.7, 45, 1.3,32,-0.1,-0.3,1.946318,29.1,"Atypical_shouldered_point","Lower Austria",1, 0.310870013,-0.254138060
"Willendorf9_01_15",262,"Willendorf9",11,30, 2.7,235,67, 75,313,3,3,14.3,47,15.9,53,1.1,6.1, 55, 5.1, 46, 1.2,60, 0.5,-1.5,1.936244,29.1,"Retouched_blade","Lower Austria",1,-0.253618011,-0.270688994
"Willendorf9_01_18",263,"Willendorf9", 9,39, 4.3,268,67, 91,294,3,4,27.3,69,12.0,30,0.4,5.1, 56, 4.8, 53, 1.1,58,-0.2, 0.0,1.932452,29.1,"Retouched_blade","Lower Austria",1, 0.087167803,-0.252036273
"Willendorf9_01_21",264,"Willendorf9",11,42, 3.8,380,69,101,376,2,4,30.1,71,11.9,28,0.4,5.0, 45, 6.4, 57, 0.8,77, 0.3,-1.1,1.972237,29.1,"Atypical_shouldered_point","Lower Austria",1,-0.092592312,-0.492711045
"Willendorf9_01_25",265,"Willendorf9", 8,30, 3.8,191,68, 73,261,4,3,13.2,43,17.6,58,1.3,6.1, 76, 2.3, 28, 2.7,59, 0.2,-0.3,1.913402,29.1,"Microlith","Lower Austria",1,-0.097832263,-0.074596651
"Willendorf9_01_27",266,"Willendorf9", 2,16, 8.0, 32,58, 36, 88,3,3, 6.9,43, 9.1,56,1.3,1.6, 79, 1.4, 68, 1.2,28,-0.1,-1.0,1.908708,29.1,"Point_on_flake","Lower Austria",1, 0.304379060, 0.338547155
"Willendorf9_01_30",267,"Willendorf9",11,45, 4.1,391,75,108,362,4,2,15.7,34,29.7,65,1.9,6.8, 61, 4.4, 40, 1.5,49, 0.2,-1.6,1.948293,29.1,"Retouched_crested_blade","Lower Austria",1,-0.101787107,-0.586784467
